customer_id,age,gender,location,income_level,education,account_age_days,total_orders,avg_order_value,last_order_days_ago,product_category_preference,email_open_rate,website_visits_per_month,mobile_app_user,loyalty_program_member,customer_service_interactions,cart_abandonment_rate,review_count,avg_rating_given,social_media_follower,conversion_rate,lifetime_value,churn_probability,response_to_marketing
CUST002279,45,Male,Suburban,High,Bachelor,764,11,37.45,54,Electronics,49.3,8,Yes,No,1.0,30.7,3.0,4.3,Yes,24.9,472.88,37.7,1
CUST002280,43,Female,Urban,High,PhD,315,3,219.88,2,Home,48.4,7,Yes,No,,25.4,1.0,3.3,Yes,33.9,755.42,8.4,1
CUST002281,18,Male,Urban,Low,High School,352,3,34.36,15,Electronics,17.5,22,Yes,No,0.0,63.5,0.0,4.5,No,0.0,108.49,39.7,1
CUST002282,29,Male,Suburban,Low,High School,35,0,60.1,176,Home,44.7,5,Yes,No,0.0,28.8,0.0,4.5,No,23.4,0.0,57.2,0
CUST002283,52,Male,Suburban,High,PhD,598,9,68.6,83,Fashion,56.8,8,Yes,No,0.0,22.1,,4.5,Yes,24.9,722.6,35.4,1
CUST002284,26,Male,Urban,Low,Bachelor,554,3,10.0,47,Books,18.6,10,No,No,0.0,40.4,0.0,3.5,Yes,11.1,31.67,41.3,0
CUST002285,32,Female,Urban,Medium,PhD,849,9,84.18,39,Electronics,22.4,19,No,No,1.0,35.3,0.0,,No,13.0,808.53,47.9,0
CUST002286,43,Female,Urban,High,Bachelor,114,0,187.98,136,Fashion,40.0,19,Yes,No,0.0,38.2,0.0,4.6,Yes,0.5,0.0,44.9,0
CUST002287,47,Male,Urban,Very High,Master,729,13,230.73,42,Sports,36.7,7,No,No,0.0,47.7,4.0,3.6,No,6.5,3329.73,33.4,0
CUST002288,34,Female,Urban,Low,Bachelor,253,1,45.19,14,Books,65.1,13,Yes,No,0.0,22.4,0.0,4.7,Yes,39.6,54.02,14.5,1
CUST002289,30,Male,Rural,Medium,PhD,313,5,44.99,1,Electronics,19.4,11,Yes,No,2.0,,0.0,3.0,No,1.6,238.04,29.4,0
CUST002290,55,Male,Suburban,Medium,High School,531,5,10.0,48,Sports,39.6,3,No,No,1.0,48.3,0.0,4.7,No,0.0,55.94,41.2,0
CUST002291,58,Male,Suburban,High,High School,117,0,98.5,26,Books,43.2,1,No,No,0.0,42.6,0.0,3.7,No,19.9,0.0,16.3,0
CUST002292,49,Female,Urban,Very High,Master,211,1,247.78,38,Books,63.6,8,Yes,No,0.0,,0.0,4.4,No,36.0,295.06,34.3,0
CUST002293,39,Male,Urban,Medium,High School,44,0,74.7,77,Home,18.6,10,Yes,No,0.0,47.5,0.0,4.5,No,15.5,0.0,28.0,0
CUST002294,28,Male,Urban,High,Master,2149,22,139.84,119,Fashion,65.3,15,No,Yes,2.0,27.7,5.0,4.1,Yes,22.0,3679.16,45.5,0
CUST002295,28,Male,Suburban,High,PhD,124,2,96.2,12,Electronics,14.9,11,Yes,No,0.0,44.1,0.0,4.5,No,0.0,201.0,42.0,1
CUST002296,44,Male,Urban,High,PhD,731,7,138.67,47,Books,32.8,6,Yes,No,0.0,43.1,0.0,4.5,No,11.7,1066.21,36.7,0
CUST002297,43,Female,Urban,High,Bachelor,88,2,155.38,13,Electronics,24.9,10,Yes,No,0.0,34.5,0.0,4.4,No,36.6,333.97,42.3,0
CUST002298,54,Female,Urban,Very High,PhD,973,10,200.07,7,Books,59.1,6,No,No,0.0,29.4,2.0,4.7,Yes,58.3,2355.42,25.9,1
CUST002299,45,Female,Rural,High,Master,1532,19,186.79,146,Books,46.3,5,Yes,No,1.0,36.2,4.0,3.3,No,30.7,4041.97,35.9,1
CUST002300,19,Female,Suburban,Low,High School,328,1,47.62,29,Fashion,32.3,17,Yes,No,0.0,49.1,0.0,4.5,No,0.0,52.23,37.5,1
CUST002301,50,Female,Urban,Very High,Master,905,11,122.62,27,Home,71.4,10,Yes,Yes,0.0,,1.0,4.5,Yes,57.9,1637.74,3.8,1
CUST002302,26,Male,Suburban,Medium,Master,616,6,24.75,78,Fashion,51.8,24,Yes,No,0.0,25.9,2.0,4.3,Yes,22.8,171.58,25.3,0
CUST002303,33,Male,Suburban,High,Bachelor,669,11,130.59,33,Books,,13,No,No,0.0,51.7,3.0,3.8,No,18.5,1558.02,25.0,0
CUST002304,41,Male,Urban,Medium,Master,78,1,39.63,5,Books,55.3,11,Yes,No,0.0,30.0,0.0,,No,12.9,46.2,18.5,1
CUST002305,61,Male,Urban,High,High School,1488,24,117.26,189,Electronics,29.6,3,Yes,No,0.0,32.0,,4.6,No,0.0,3064.14,48.8,0
CUST002306,75,Male,Suburban,High,PhD,881,7,48.1,81,Home,54.9,0,No,No,1.0,,0.0,4.0,No,11.0,392.15,26.9,0
CUST002307,45,Male,Urban,Medium,High School,189,2,10.0,29,Home,8.8,9,Yes,No,0.0,72.1,0.0,4.4,No,4.1,20.53,33.6,0
CUST002308,35,Male,Suburban,High,Master,376,7,159.31,42,Electronics,29.2,9,No,No,0.0,33.8,1.0,4.1,No,26.6,1212.86,38.4,1
CUST002309,44,Female,Urban,Very High,Master,940,10,156.58,13,Sports,24.2,12,No,No,0.0,33.1,1.0,,Yes,0.0,1679.48,47.3,0
CUST002310,48,Female,Suburban,Medium,Bachelor,784,9,63.94,105,Sports,16.2,12,Yes,No,1.0,45.4,0.0,3.4,No,15.1,603.43,56.8,0
CUST002311,34,Male,Urban,Low,High School,106,2,44.25,10,Fashion,39.1,15,Yes,No,0.0,43.7,1.0,4.7,No,12.1,98.88,21.8,0
CUST002312,59,Male,Suburban,High,Master,789,8,147.7,111,Sports,26.0,4,No,No,0.0,46.6,1.0,4.1,No,14.4,1273.76,75.5,0
CUST002313,40,Female,Rural,High,Master,492,3,103.52,61,Books,16.8,7,Yes,No,0.0,35.0,1.0,4.9,No,16.4,326.21,53.3,1
CUST002314,43,Male,Urban,Medium,Bachelor,763,7,21.75,109,Electronics,40.6,11,Yes,Yes,,29.1,1.0,4.5,No,25.6,170.79,44.6,1
CUST002315,45,Male,Urban,High,Master,1130,15,89.48,10,Home,39.5,12,Yes,No,1.0,27.6,,4.7,No,35.1,1501.25,30.6,0
CUST002316,43,Male,Urban,High,Bachelor,287,2,30.9,51,Fashion,14.3,14,Yes,Yes,0.0,55.0,1.0,4.6,No,11.5,64.45,37.6,0
CUST002317,48,Female,Rural,Medium,Bachelor,401,2,63.61,209,Fashion,32.7,6,Yes,No,0.0,40.7,0.0,4.6,Yes,12.9,139.7,66.3,0
CUST002318,30,Female,Suburban,Medium,Master,546,8,38.07,235,Home,58.4,11,No,No,0.0,21.9,1.0,3.7,No,12.2,357.92,29.5,0
CUST002319,31,Female,Urban,Medium,Bachelor,935,10,97.26,0,Electronics,19.6,13,Yes,No,,60.0,1.0,3.3,No,3.0,1029.79,52.5,0
CUST002320,24,Male,Rural,Medium,Bachelor,530,10,25.65,25,Electronics,32.5,13,Yes,No,0.0,52.5,4.0,4.8,No,24.7,281.51,41.7,0
CUST002321,43,Male,Suburban,Very High,Bachelor,10,0,225.34,127,Electronics,15.2,8,No,No,0.0,64.0,0.0,4.7,Yes,9.8,0.0,50.7,1
CUST002322,47,Male,Urban,Medium,Bachelor,3554,44,18.67,147,Electronics,57.1,8,No,No,2.0,27.8,8.0,4.9,No,15.4,962.2,49.6,1
CUST002323,43,Female,Suburban,High,High School,20,1,237.06,6,Electronics,43.1,12,Yes,No,0.0,34.1,0.0,3.8,No,13.0,267.71,11.7,1
CUST002324,58,Female,Suburban,High,Master,1724,25,166.81,5,Electronics,51.3,5,Yes,No,2.0,20.7,4.0,3.8,Yes,34.0,4812.05,17.4,1
CUST002325,37,Male,Suburban,Low,High School,1573,12,45.04,20,Home,22.8,9,No,No,0.0,33.4,1.0,3.9,No,4.9,577.45,17.8,1
CUST002326,46,Female,Urban,Medium,High School,180,0,49.08,69,Sports,49.9,5,Yes,No,0.0,30.1,0.0,4.2,No,28.4,0.0,21.5,0
CUST002327,24,Male,Rural,Low,High School,824,7,19.56,57,Electronics,43.5,10,No,No,2.0,44.6,1.0,4.8,No,4.9,154.79,42.7,0
CUST002328,33,Non-binary,Suburban,High,Bachelor,409,2,101.51,196,Books,44.0,12,No,No,,34.4,0.0,,No,21.8,229.82,48.8,1
CUST002329,46,Female,Suburban,High,PhD,403,5,22.08,179,Sports,43.2,5,No,No,0.0,33.1,0.0,3.8,Yes,28.9,124.71,50.5,1
CUST002330,48,Male,Urban,High,Master,121,2,188.54,2,Fashion,,12,No,No,1.0,25.9,0.0,4.5,Yes,28.8,426.29,13.9,0
CUST002331,34,Female,Rural,High,Master,394,5,67.48,19,Electronics,57.2,8,Yes,No,0.0,24.6,1.0,4.8,Yes,21.6,395.3,35.2,0
CUST002332,37,Female,Suburban,Medium,High School,676,6,69.91,52,Home,41.7,9,Yes,No,0.0,39.3,0.0,4.8,Yes,13.7,471.93,33.8,0
CUST002333,19,Male,Rural,Medium,Bachelor,350,1,102.58,30,Books,5.4,6,Yes,No,1.0,50.0,0.0,3.1,Yes,10.9,104.24,29.3,0
CUST002334,33,Female,Urban,Medium,Bachelor,160,1,55.46,202,Home,60.8,9,No,No,0.0,19.8,,4.3,Yes,18.2,65.58,39.5,1
CUST002335,48,Female,Rural,Medium,Master,509,6,73.88,98,Home,44.7,3,Yes,No,0.0,26.5,2.0,4.5,No,19.4,502.72,47.8,1
CUST002336,44,Male,Suburban,High,Master,1503,18,97.13,29,Fashion,48.1,3,No,No,0.0,26.6,1.0,3.8,No,20.2,2000.63,21.5,0
CUST002337,44,Female,Rural,Very High,Master,1239,14,236.23,79,Sports,61.3,3,No,No,1.0,20.2,0.0,4.0,No,31.0,3915.42,33.0,0
CUST002338,38,Female,Urban,Medium,Bachelor,143,0,40.55,7,Fashion,27.8,9,No,No,0.0,48.5,0.0,4.8,No,26.8,0.0,28.6,1
CUST002339,38,Male,Urban,High,Master,453,10,113.44,69,Electronics,21.6,13,Yes,No,0.0,57.6,1.0,3.6,No,21.5,1207.91,42.2,1
CUST002340,30,Male,Urban,Low,Master,560,4,18.17,319,Fashion,,12,Yes,No,1.0,27.2,3.0,4.6,Yes,15.0,82.71,64.3,0
CUST002341,46,Female,Urban,High,Master,566,7,81.51,151,Home,42.4,9,No,No,0.0,35.2,0.0,4.6,Yes,25.2,643.15,46.4,0
CUST002342,43,Male,Urban,High,High School,777,10,189.53,13,Books,44.9,9,Yes,No,1.0,34.3,2.0,4.5,No,33.8,2150.6,30.8,0
CUST002343,43,Female,Rural,High,Bachelor,829,13,108.71,102,Books,31.3,10,No,No,2.0,37.0,4.0,4.7,No,7.0,1545.93,46.1,1
CUST002344,31,Male,Suburban,High,Master,317,4,21.94,166,Electronics,30.9,11,No,No,1.0,44.9,0.0,4.2,No,8.4,95.9,60.4,1
CUST002345,18,Male,Urban,Medium,Bachelor,138,5,42.29,9,Electronics,28.9,18,No,No,2.0,31.5,1.0,3.4,No,15.5,229.78,27.5,0
CUST002346,51,Male,Rural,High,Master,460,8,119.9,14,Electronics,55.6,5,No,No,0.0,22.0,0.0,4.4,No,15.3,1119.19,28.0,0
CUST002347,32,Female,Suburban,Medium,Bachelor,71,0,64.16,100,Fashion,19.7,10,Yes,No,0.0,36.5,0.0,4.5,No,13.8,0.0,48.8,0
CUST002348,27,Female,Rural,Medium,PhD,796,5,26.68,89,Fashion,19.5,11,Yes,No,0.0,58.4,0.0,4.6,No,15.5,141.2,55.5,0
CUST002349,46,Male,Rural,Very High,Bachelor,1114,22,10.0,21,Books,50.2,5,Yes,Yes,2.0,,3.0,3.6,Yes,38.7,253.13,0.6,0
CUST002350,33,Male,Suburban,Medium,Bachelor,1811,21,66.72,17,Home,16.0,11,No,Yes,0.0,35.0,2.0,,No,9.1,1468.37,47.3,1
CUST002351,50,Female,Urban,High,High School,1789,36,91.19,17,Sports,46.2,10,Yes,No,1.0,27.5,7.0,3.8,No,28.5,3737.84,28.2,0
CUST002352,45,Male,Rural,High,PhD,100,3,114.01,10,Books,24.7,10,No,No,0.0,31.7,1.0,4.5,Yes,20.4,367.37,19.0,0
CUST002353,46,Male,Urban,Medium,Bachelor,588,7,10.0,15,Sports,35.3,6,No,No,0.0,49.8,1.0,4.5,Yes,30.6,77.41,37.2,1
CUST002354,21,Male,Suburban,Medium,Master,643,4,19.06,14,Electronics,52.7,12,Yes,No,0.0,29.0,0.0,3.8,No,30.0,88.29,29.5,1
CUST002355,52,Male,Suburban,Medium,High School,1406,11,83.33,173,Home,21.4,6,No,No,1.0,43.0,1.0,2.9,No,0.0,975.48,38.0,0
CUST002356,41,Male,Urban,High,PhD,248,1,69.74,15,Fashion,4.1,15,Yes,No,0.0,53.0,0.0,4.0,No,9.7,70.6,15.0,0
CUST002357,33,Male,Suburban,Medium,PhD,2739,24,63.93,94,Fashion,66.1,14,Yes,Yes,0.0,20.0,2.0,4.0,Yes,44.8,1838.58,28.5,0
CUST002358,39,Male,Urban,High,Master,480,5,157.84,35,Fashion,34.0,7,Yes,No,0.0,30.4,0.0,4.3,Yes,40.3,869.7,37.6,1
CUST002359,18,Female,Urban,Medium,Bachelor,310,1,41.65,61,Electronics,30.7,19,Yes,No,0.0,47.9,0.0,4.5,Yes,11.8,45.49,39.1,1
CUST002360,42,Male,Urban,High,Master,389,4,242.62,2,Books,11.6,7,No,No,0.0,41.2,0.0,4.5,No,8.9,1004.25,44.4,1
CUST002361,25,Female,Rural,Low,PhD,110,2,21.25,68,Books,42.6,11,No,No,0.0,45.7,0.0,4.2,Yes,14.1,47.93,39.7,0
CUST002362,21,Female,Urban,Low,Bachelor,429,3,10.69,40,Fashion,8.4,19,Yes,No,0.0,49.0,0.0,4.8,No,8.3,32.88,40.4,0
CUST002363,19,Male,Rural,Medium,High School,67,0,54.88,15,Fashion,81.1,14,No,No,0.0,8.0,0.0,4.1,Yes,20.8,0.0,6.5,0
CUST002364,51,Female,Suburban,High,Master,1464,27,155.72,4,Electronics,44.3,9,Yes,No,4.0,44.1,3.0,4.8,Yes,26.9,4763.21,27.8,1
CUST002365,30,Male,Suburban,Medium,Bachelor,29,1,38.58,1,Home,15.2,11,Yes,No,0.0,60.8,0.0,4.2,No,10.4,40.34,40.5,0
CUST002366,56,Male,Suburban,Very High,PhD,1595,28,162.81,197,Home,62.4,3,Yes,Yes,1.0,21.9,4.0,4.7,No,30.6,5412.06,48.8,1
CUST002367,31,Female,Suburban,Medium,Bachelor,1022,4,89.62,223,Electronics,18.6,13,Yes,No,0.0,,1.0,,No,10.0,378.48,80.2,0
CUST002368,18,Female,Urban,Low,Master,178,3,28.86,30,Fashion,27.8,26,Yes,No,0.0,50.8,0.0,4.1,No,9.3,93.8,33.1,0
CUST002369,24,Female,Urban,Medium,Master,20,0,44.46,35,Fashion,49.3,25,Yes,No,0.0,37.9,0.0,4.8,No,31.7,0.0,18.1,1
CUST002370,52,Female,Suburban,High,Bachelor,1722,25,161.17,27,Home,58.8,3,No,Yes,0.0,24.9,1.0,4.6,Yes,27.3,4740.01,18.3,1
CUST002371,36,Male,Suburban,High,Bachelor,1073,13,12.08,43,Fashion,42.1,13,Yes,No,0.0,,2.0,3.7,No,19.6,176.87,29.6,1
CUST002372,31,Male,Urban,Medium,Bachelor,618,9,103.75,155,Home,43.0,16,No,No,1.0,30.0,1.0,4.4,No,30.4,1054.2,36.2,1
CUST002373,39,Male,Suburban,Medium,High School,38,0,10.0,119,Books,25.6,11,Yes,No,0.0,44.5,0.0,4.0,No,0.0,0.0,51.8,0
CUST002374,44,Female,Urban,Medium,Master,517,2,94.46,125,Books,19.6,4,Yes,No,0.0,59.4,0.0,4.1,Yes,7.9,200.03,60.8,1
CUST002375,51,Female,Suburban,High,Master,2146,34,170.02,29,Home,47.0,6,Yes,Yes,0.0,38.5,4.0,4.0,Yes,11.9,6595.76,35.5,1
CUST002376,55,Female,Suburban,High,Bachelor,93,2,70.77,30,Electronics,45.8,2,Yes,No,1.0,23.9,1.0,3.6,Yes,17.7,160.99,18.0,1
CUST002377,33,Male,Rural,Medium,Bachelor,450,5,75.31,42,Sports,36.3,9,No,No,0.0,38.5,1.0,4.1,Yes,12.4,417.56,37.1,0
CUST002378,22,Male,Suburban,Medium,High School,870,9,48.05,12,Electronics,50.0,11,Yes,No,2.0,28.0,4.0,3.7,No,0.0,497.32,30.3,0
CUST002379,33,Female,Rural,High,PhD,683,8,122.45,46,Electronics,26.2,5,No,No,0.0,53.7,1.0,4.4,No,3.4,1056.6,44.8,0
CUST002380,41,Female,Suburban,Medium,High School,352,5,109.14,173,Books,29.1,8,Yes,No,0.0,51.8,1.0,4.8,No,18.4,593.34,51.1,0
CUST002381,26,Male,Suburban,Medium,Bachelor,1268,15,69.64,63,Fashion,72.0,15,No,Yes,1.0,18.0,1.0,4.3,No,8.2,1270.23,34.7,0
CUST002382,26,Male,Urban,High,PhD,426,3,170.14,55,Fashion,18.6,15,Yes,No,0.0,44.3,0.0,3.6,No,7.4,538.9,55.0,1
CUST002383,42,Male,Urban,High,Bachelor,1443,15,117.95,7,Books,16.1,14,Yes,No,2.0,41.1,,4.4,No,2.4,1854.7,28.0,1
CUST002384,37,Male,Rural,Medium,Master,630,13,10.0,33,Home,18.3,2,Yes,No,,38.3,1.0,3.7,No,24.4,137.14,43.4,0
CUST002385,38,Female,Urban,Medium,High School,253,2,10.0,195,Home,23.1,15,Yes,No,0.0,40.8,0.0,4.8,No,26.3,21.39,64.4,0
CUST002386,28,Female,Urban,Medium,High School,1345,12,44.58,15,Books,63.2,19,Yes,No,0.0,19.0,,4.7,Yes,33.3,636.39,24.3,1
CUST002387,35,Female,Suburban,Low,High School,1374,3,34.41,3,Home,9.7,12,No,No,0.0,55.6,0.0,4.5,No,9.0,106.23,25.0,0
CUST002388,26,Male,Suburban,Medium,PhD,208,6,105.8,6,Electronics,39.1,14,Yes,No,0.0,36.6,0.0,3.6,No,11.5,709.26,4.0,1
CUST002389,48,Male,Urban,High,High School,186,3,172.03,5,Home,10.0,11,Yes,No,0.0,67.5,0.0,2.9,No,0.0,531.57,35.3,0
CUST002390,50,Male,Urban,Very High,Master,3008,35,168.16,43,Fashion,34.7,7,Yes,No,0.0,35.3,8.0,4.4,No,20.4,6498.29,34.2,0
CUST002391,18,Female,Suburban,Medium,Bachelor,320,5,27.45,84,Electronics,55.4,16,Yes,No,1.0,19.7,0.0,4.5,No,0.0,160.06,31.2,0
CUST002392,26,Female,Suburban,Medium,Master,3446,35,64.19,17,Fashion,30.9,15,Yes,No,1.0,35.4,4.0,4.6,No,15.9,2454.91,20.3,0
CUST002393,20,Male,Suburban,Low,High School,151,4,43.02,25,Electronics,29.6,16,Yes,No,1.0,45.3,0.0,4.5,No,4.9,187.36,37.8,1
CUST002394,30,Male,Urban,Low,High School,64,0,50.15,50,Fashion,9.3,15,No,No,0.0,54.3,0.0,3.4,Yes,0.0,0.0,60.8,0
CUST002395,36,Male,Suburban,Medium,Master,5,0,88.52,210,Home,34.4,14,Yes,No,0.0,38.2,0.0,3.7,Yes,24.0,0.0,64.2,0
CUST002396,20,Male,Suburban,Low,Bachelor,193,1,30.78,101,Fashion,50.5,21,Yes,No,0.0,26.8,0.0,4.9,Yes,16.4,35.44,39.2,1
CUST002397,26,Female,Suburban,Medium,Bachelor,501,11,94.6,66,Fashion,14.8,16,Yes,No,0.0,51.0,0.0,4.5,No,21.1,1086.8,53.8,1
CUST002398,25,Female,Urban,Medium,Bachelor,160,1,40.58,13,Electronics,36.6,17,No,No,0.0,49.9,0.0,4.5,Yes,8.6,45.04,47.2,0
CUST002399,40,Male,Urban,High,PhD,594,5,212.46,78,Books,13.1,12,Yes,No,0.0,50.8,1.0,4.5,Yes,0.0,1104.05,54.8,0
CUST002400,38,Female,Suburban,Medium,High School,39,0,84.34,0,Books,24.7,8,Yes,No,0.0,42.8,0.0,4.4,No,11.5,0.0,25.9,1
CUST002401,29,Female,Rural,Low,High School,2101,11,68.84,8,Fashion,38.5,9,Yes,No,1.0,44.7,2.0,4.6,No,32.8,844.7,35.2,0
CUST002402,40,Male,Suburban,High,High School,295,2,115.51,3,Electronics,50.9,8,Yes,No,0.0,32.3,0.0,3.9,No,41.9,266.3,26.5,1
CUST002403,31,Male,Suburban,Medium,High School,2224,25,39.9,33,Fashion,45.7,12,No,No,1.0,35.5,2.0,4.2,No,11.3,1134.26,16.9,0
CUST002404,34,Female,Rural,Low,Master,489,4,42.79,49,Home,,8,Yes,No,0.0,42.1,1.0,4.3,Yes,0.0,187.33,39.1,0
CUST002405,58,Female,Urban,Very High,PhD,534,9,276.35,64,Books,40.1,7,No,No,0.0,30.9,1.0,5.0,Yes,25.6,2786.35,38.6,1
CUST002406,54,Male,Suburban,High,High School,76,1,120.6,1,Electronics,27.4,6,Yes,No,0.0,51.9,1.0,4.1,Yes,4.8,130.51,35.8,0
CUST002407,22,Female,Suburban,Low,Master,47,0,26.16,60,Fashion,24.9,17,No,No,0.0,33.4,0.0,4.3,No,1.6,0.0,35.7,0
CUST002408,47,Male,Rural,Medium,Bachelor,543,7,65.76,44,Electronics,59.3,6,Yes,No,,24.3,0.0,3.8,No,24.9,542.21,18.5,1
CUST002409,47,Female,Rural,High,Bachelor,289,1,128.56,34,Home,,8,No,No,,38.4,0.0,3.9,No,6.3,132.49,51.9,1
CUST002410,24,Female,Suburban,Medium,High School,113,0,87.6,189,Electronics,41.2,8,Yes,No,0.0,29.3,0.0,4.4,Yes,5.8,0.0,50.5,1
CUST002411,47,Female,Urban,High,Master,109,1,231.12,21,Books,21.6,4,Yes,No,0.0,61.0,0.0,4.3,No,26.3,246.1,51.1,0
CUST002412,56,Female,Suburban,High,PhD,681,8,159.01,5,Fashion,,4,No,No,0.0,45.2,2.0,3.3,No,25.0,1423.2,31.1,1
CUST002413,24,Male,Rural,Medium,Bachelor,198,2,34.93,48,Fashion,,12,Yes,No,0.0,30.8,1.0,4.3,No,23.3,80.65,49.9,1
CUST002414,26,Female,Suburban,Medium,Bachelor,934,9,75.53,68,Fashion,37.3,15,Yes,No,0.0,25.9,1.0,4.3,No,11.4,755.84,31.7,0
CUST002415,50,Female,Urban,High,PhD,73,0,74.93,48,Books,14.2,19,Yes,No,0.0,55.0,0.0,4.7,No,2.7,0.0,40.4,0
CUST002416,41,Female,Urban,Medium,High School,5,0,38.68,37,Home,26.3,7,No,No,,48.3,0.0,4.2,Yes,12.9,0.0,45.3,0
CUST002417,44,Female,Suburban,Medium,High School,2072,28,90.17,46,Home,38.0,14,Yes,No,4.0,41.4,8.0,4.1,Yes,13.4,2812.58,7.4,1
CUST002418,42,Female,Suburban,Medium,Master,12,0,37.78,3,Books,3.8,11,No,No,0.0,57.8,0.0,3.3,No,0.0,0.0,22.2,0
CUST002419,42,Male,Urban,Very High,Master,1396,27,232.05,10,Fashion,36.4,9,No,No,1.0,25.9,7.0,3.7,Yes,23.0,6949.53,41.1,0
CUST002420,22,Male,Suburban,Medium,PhD,1136,15,64.82,7,Fashion,53.6,21,Yes,No,0.0,32.4,3.0,3.1,No,24.8,1128.65,32.2,0
CUST002421,50,Female,Urban,High,Bachelor,2290,35,100.96,40,Books,70.8,9,Yes,No,3.0,14.1,3.0,4.7,No,28.7,4284.14,11.2,1
CUST002422,52,Female,Suburban,High,Bachelor,545,1,148.19,17,Books,49.6,4,Yes,No,0.0,21.9,1.0,2.8,No,25.6,170.24,6.5,1
CUST002423,35,Female,Urban,High,Bachelor,634,6,96.76,9,Books,57.1,11,No,No,,17.7,0.0,4.7,Yes,14.0,680.01,11.5,1
CUST002424,37,Female,Rural,Medium,Bachelor,304,3,42.87,14,Home,12.7,5,No,No,0.0,43.3,,4.1,Yes,7.6,133.51,47.7,0
CUST002425,19,Female,Suburban,Low,Master,1814,12,41.72,46,Fashion,,14,Yes,No,0.0,53.2,2.0,4.5,No,0.0,538.49,51.9,1
CUST002426,44,Female,Urban,Very High,PhD,958,19,201.45,39,Home,52.5,9,Yes,No,1.0,30.8,3.0,4.8,Yes,37.5,4430.39,28.0,0
CUST002427,44,Male,Suburban,Very High,Master,928,12,333.13,186,Fashion,33.9,16,Yes,No,1.0,49.9,1.0,4.4,No,19.0,4404.11,65.6,1
CUST002428,37,Female,Urban,Medium,Bachelor,290,2,64.67,26,Books,16.7,15,No,No,0.0,61.5,0.0,4.4,No,0.0,135.82,43.4,0
CUST002429,51,Male,Rural,High,Bachelor,282,1,95.3,78,Home,39.9,4,No,No,0.0,38.1,0.0,4.3,No,24.6,106.71,29.3,1
CUST002430,33,Male,Suburban,High,Master,514,6,157.7,37,Electronics,37.0,7,Yes,No,0.0,48.6,1.0,4.2,No,11.2,1051.23,27.2,1
CUST002431,44,Male,Suburban,High,Master,61,1,100.23,79,Home,11.1,5,Yes,No,0.0,69.1,0.0,3.0,No,14.5,103.57,47.5,0
CUST002432,25,Male,Urban,Medium,Bachelor,304,2,51.04,13,Electronics,32.4,14,No,No,0.0,38.3,0.0,3.7,No,19.9,112.0,21.3,1
CUST002433,37,Male,Urban,Medium,Master,506,3,59.46,56,Electronics,39.8,15,Yes,Yes,1.0,36.5,1.0,4.8,No,42.0,199.68,47.9,1
CUST002434,35,Male,Suburban,Medium,PhD,900,4,42.61,76,Home,20.1,11,Yes,No,0.0,,3.0,3.6,No,9.5,180.72,52.4,0
CUST002435,40,Male,Urban,High,Master,587,7,168.89,82,Fashion,48.1,13,No,No,,39.4,0.0,4.4,Yes,23.5,1352.83,53.7,1
CUST002436,33,Male,Suburban,Low,High School,312,1,24.92,196,Fashion,51.0,13,Yes,No,0.0,27.2,0.0,3.9,Yes,12.3,28.73,34.4,0
CUST002437,36,Male,Urban,Medium,Master,18,0,78.15,14,Electronics,30.6,18,Yes,No,0.0,54.1,0.0,4.1,No,9.0,0.0,35.0,0
CUST002438,47,Female,Urban,Medium,PhD,929,13,17.26,35,Home,29.6,10,Yes,No,0.0,,1.0,4.6,Yes,14.5,244.3,25.0,0
CUST002439,32,Female,Urban,Medium,Master,909,13,76.05,54,Home,55.9,20,No,No,0.0,30.4,4.0,4.1,No,28.6,1154.45,25.0,1
CUST002440,18,Female,Rural,Low,High School,962,7,62.08,20,Home,54.7,14,Yes,No,0.0,,2.0,4.2,No,0.0,505.87,10.3,1
CUST002441,58,Male,Rural,Very High,High School,187,2,104.69,27,Home,27.5,1,No,No,0.0,41.8,1.0,3.7,Yes,6.1,226.65,31.7,1
CUST002442,54,Female,Urban,Medium,Bachelor,573,4,80.79,88,Fashion,34.1,5,No,No,0.0,49.6,2.0,4.8,No,7.7,356.22,44.7,0
CUST002443,22,Male,Urban,Medium,Bachelor,330,5,46.26,19,Home,43.4,19,No,No,1.0,44.4,1.0,3.8,Yes,0.0,261.42,21.2,1
CUST002444,46,Male,Urban,Medium,PhD,1066,9,30.09,94,Home,15.0,6,Yes,No,2.0,56.6,2.0,4.4,No,0.0,283.0,33.5,0
CUST002445,31,Female,Urban,Medium,Bachelor,429,3,51.89,160,Books,40.1,15,Yes,No,1.0,35.5,0.0,4.0,No,6.3,174.4,58.8,0
CUST002446,41,Female,Rural,Medium,Bachelor,1121,16,13.52,66,Fashion,37.1,3,No,No,0.0,46.8,2.0,4.5,No,37.0,240.4,33.5,1
CUST002447,41,Female,Suburban,Medium,Master,60,0,69.57,138,Home,40.4,13,Yes,No,0.0,46.1,0.0,3.6,No,4.4,0.0,31.5,0
CUST002448,35,Female,Rural,High,High School,35,1,111.53,17,Electronics,33.6,7,Yes,No,0.0,30.5,0.0,4.8,No,4.2,122.77,33.0,0
CUST002449,28,Male,Rural,Low,High School,182,0,31.72,18,Electronics,17.2,8,Yes,No,0.0,43.3,0.0,4.7,No,4.4,0.0,53.0,0
